additional_rights_component_ids,alignment_mode,asset_ids,code_data_refs,concept_ids,content_hash_guard,design_questions,edition_id,id,locale,order,parent_id,prerequisite_concept_ids,provenance,recorded_at,required_parameters,resource_id,responsible_workflow,rights_component_id,schema_name,schema_version,source_book_label,source_bytes,source_content_sha256,source_environment,source_file_sha256,source_line,source_line_end,source_local_id,source_locale,source_path,source_target_relationship,starred,status,supersedes_id,target_block_alignment_overrides,target_content_sha256,target_environment,target_hash_guard,target_line,target_line_end,target_local_id,target_locale,target_only_blocks,target_path,title_source,title_target,topology_order_path,topology_path,translation_state,unit_type
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsection-005,mul,5,unit.r017.book1.ch01.text.section-008,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,8a899bc6895008dc9fbfd4474f4467b26f20257b196d9fb2489d3171d4a64aab,subsection,,404,404,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,false,translated,,,bc91ed68b216f19fdc2b1c4b4e60a0d6f900ce025edb5b9dcd955c95ed16d53c,subsection,pass,408,408,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Machine Learning,Pembelajaran Mesin,"[1,3,1,1,8,5]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-008"",""unit.r017.book1.ch01.text.subsection-005""]",translated,subsection
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsection-006,mul,6,unit.r017.book1.ch01.text.section-009,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,20f1ecd60d47a1029be6a1d5ab3caee6fbd4de33b235ea31c0a7f1e3db9e17bd,subsection,,498,498,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,false,translated,,,a4c835b4ebfc9a9d2c4791010a5519539256ccafb33caa7fd4fa7645a042a707,subsection,pass,504,504,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Convex MINLP,MINLP Konveks,"[1,3,1,1,9,6]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-009"",""unit.r017.book1.ch01.text.subsection-006""]",translated,subsection
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsection-007,mul,7,unit.r017.book1.ch01.text.section-009,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,5f8979c36bae6da23cc01cafdd0ad81bdb739e467eade579fa558b9a66cd1d4b,subsection,,513,513,eq:nonconvex-minlp,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,false,translated,,,4e3657351502c674df584bfee786f8bfd2287739eef2749a3179d9910e7c7a4b,subsection,pass,519,519,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Non-Convex MINLP,MINLP Nonkonveks,"[1,3,1,1,9,7]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-009"",""unit.r017.book1.ch01.text.subsection-007""]",translated,subsection
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsection-008,mul,8,unit.r017.book1.ch01.text.section-009,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,9a774d8390c829ab9aabd75ef488d5e22efcf6abc8903b5b62cb3a31ed3601c9,subsection,,529,529,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,true,translated,,,3a5cf2e17ab7039c8986d7627e09d4846c70eace41df62e14028eabf1f93c23f,subsection,pass,535,535,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Complexity and Applications,Kompleksitas dan Penerapan,"[1,3,1,1,9,8]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-009"",""unit.r017.book1.ch01.text.subsection-008""]",translated,subsection
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsection-009,mul,9,unit.r017.book1.ch01.text.section-010,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,f09e8636d7a51e0bee73215236056e3f6207d751a99be61a7255f62f401c90eb,subsection,,542,542,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,false,translated,,,a06f81e2a5a486ffbfc527c8d8842390e69f79ecd5ecca2c85be7da7b4228851,subsection,pass,548,548,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Stochastic Optimization,Optimisasi Stokastik,"[1,3,1,1,10,9]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-010"",""unit.r017.book1.ch01.text.subsection-009""]",translated,subsection
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsection-010,mul,10,unit.r017.book1.ch01.text.section-010,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,c90707848cee7ecf434e8679f33d976a21720267ef446f770f48fa22e1c30b08,subsection,,548,548,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,false,translated,,,6ecc712f13cbc7fd2dd0f6a8b498841a90747028aa6eecc6c30a132778e2f1a3,subsection,pass,555,555,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Robust Optimization,Optimisasi Robust,"[1,3,1,1,10,10]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-010"",""unit.r017.book1.ch01.text.subsection-010""]",translated,subsection
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsection-011,mul,11,unit.r017.book1.ch01.text.section-010,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,38679af49b217e045198b5ab0ac84d7f7db651aff7d50d1a7530f9831f1ea711,subsection,,554,554,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,false,translated,,,9a2a57800b81e4f4d62cba21bc4bb1996771801fc0396a69aed970194543a102,subsection,pass,561,561,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Applications,Penerapan,"[1,3,1,1,10,11]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-010"",""unit.r017.book1.ch01.text.subsection-011""]",translated,subsection
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsubsection-001,mul,1,unit.r017.book1.ch01.text.subsection-005,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,7e5deb3133e5f5992a9189130200bc18af7149fd115d4d5dc2728f9ddd806717,subsubsection,,418,418,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,true,translated,,,d1a9281bb763e1bc4d31bbed562dfd930aeef69436a026ecba516af4cb8209cf,subsubsection,pass,422,422,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Loss Function Minimization,Peminimuman Fungsi Kerugian,"[1,3,1,1,8,5,1]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-008"",""unit.r017.book1.ch01.text.subsection-005"",""unit.r017.book1.ch01.text.subsubsection-001""]",translated,subsubsection
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsubsection-002,mul,2,unit.r017.book1.ch01.text.subsection-005,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,0ee36d1059f3c995b50dd512d860840fa1998eca02e2c931fccd13ee25a6c1e4,subsubsection,,446,446,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,true,translated,,,4ed0bffab6ce236be95319fd2bc75628324a850ace40386c92874763060fca2b,subsubsection,pass,450,450,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Clustering Formulation,Perumusan Pengelompokan,"[1,3,1,1,8,5,2]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-008"",""unit.r017.book1.ch01.text.subsection-005"",""unit.r017.book1.ch01.text.subsubsection-002""]",translated,subsubsection
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.subsubsection-003,mul,3,unit.r017.book1.ch01.text.section-011,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,070c82f595a58c404017d08d60ef7ee4b27c5877e128e391ddb9e2145cbe6910,subsubsection,,657,657,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,true,translated,,,076ba5b1d702734c0df6e57728cd329353c078b9901fac548fade98c5abcc05a,subsubsection,pass,664,664,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,Selected Solutions,Solusi Terpilih,"[1,3,1,1,11,3]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-011"",""unit.r017.book1.ch01.text.subsubsection-003""]",translated,subsubsection
,,,,"[""concept.mathematical-programming"",""concept.optimization-model""]",,,edition.r017.upstream.1745df89,unit.r017.book1.ch01.text.wrapfigure-001,mul,1,unit.r017.book1.ch01.text.section-003,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,487fb68a6f31894da04b3dcc7b6f543a020554be770b63099efc7db86ca0cb83,wrapfigure,,142,157,fig:mp-pipeline,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,false,translated,,,22ab53046d13ff566e4b4d2aaa7051cf30ce4218a9500424acdb9fdec48914a5,figure,pass,142,157,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch01-introduction/mathematicalProgramming.tex,,,"[1,3,1,1,3,1]","[""unit.r017.book1"",""unit.r017.book1.ch01"",""unit.r017.book1.ch01.text"",""unit.r017.book1.ch01.text.chapter-001"",""unit.r017.book1.ch01.text.section-003"",""unit.r017.book1.ch01.text.wrapfigure-001""]",translated,figure
,,,,,,,edition.r017.upstream.1745df89,unit.r017.book1.ch02,mul,4,unit.r017.book1,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,,,,,,chapter-2,,,,,verified,,,,,,,,,,,,Modeling: Linear Programming,Pemodelan: Pemrograman Linear,"[1,4]","[""unit.r017.book1"",""unit.r017.book1.ch02""]",mathematically_reviewed,chapter
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual,mul,2,unit.r017.book1.ch02,[],,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,1ebce2eb79984c4c9aaf70c00ed6130745ba6a7f124a9555b0dc750d730d9166,,,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,,draft,,,e77990fba3db490b1e7e1ca93a4453c963dc0fb16d6ec2e623be23178c379fbe,,pass,,,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,,"[1,4,2]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual""]",translated,solutions_manual
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual.manualsolution-001,mul,1,unit.r017.book1.ch02.solutions-manual.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,7528beb7f5d9ad00701cdbc4d36973e780cf0de39b0775be0a2f9003c30d8496,manualsolution,,11,11,exsol:2.1,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,false,translated,,,2bba181979672c965dbc9928092604c333916bca049a0c81589e9483e09b42a6,manualsolution,pass,11,11,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,Identify Linear Functions,Mengidentifikasi Fungsi Linier,"[1,4,2,1,1]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual"",""unit.r017.book1.ch02.solutions-manual.section-001"",""unit.r017.book1.ch02.solutions-manual.manualsolution-001""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual.manualsolution-002,mul,2,unit.r017.book1.ch02.solutions-manual.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,b167ba477913a1b8c8c7b917103007df434bb5ddd2c1c5fa041370bdf1e42f93,manualsolution,,22,22,exsol:2.2,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,false,translated,,,8ef00ae7a4616280447aecb70d526a27727528be3813df1858d555b0d86981d5,manualsolution,pass,22,22,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,Identify Linear Function,Mengidentifikasi Fungsi Linier,"[1,4,2,1,2]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual"",""unit.r017.book1.ch02.solutions-manual.section-001"",""unit.r017.book1.ch02.solutions-manual.manualsolution-002""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual.manualsolution-003,mul,3,unit.r017.book1.ch02.solutions-manual.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,784c2a873dceaa7cf0f0b965db0281567f32ffe75d81a61888c0c1799be120eb,manualsolution,,34,34,exsol:2.3,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,false,translated,,,a6761f45c27bc4ad547b407d10858a83915d6429fc1d24f34b7c0e907a821448,manualsolution,pass,34,34,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,Hoodies and Posters,Hoodie dan Poster,"[1,4,2,1,3]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual"",""unit.r017.book1.ch02.solutions-manual.section-001"",""unit.r017.book1.ch02.solutions-manual.manualsolution-003""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual.manualsolution-004,mul,4,unit.r017.book1.ch02.solutions-manual.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,04163608696762470325e798fcdb71452bc811c4963535207c718277c59d29d9,manualsolution,,46,46,exsol:2.4,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,false,translated,,,b70136e2f3d0725fd13ebb976da0adea5011694f17d328dbf2905dd139f74226,manualsolution,pass,46,46,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,Smoothie Powders,Bubuk Smoothie,"[1,4,2,1,4]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual"",""unit.r017.book1.ch02.solutions-manual.section-001"",""unit.r017.book1.ch02.solutions-manual.manualsolution-004""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual.manualsolution-005,mul,5,unit.r017.book1.ch02.solutions-manual.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,3d9e3b31a57e762c5eb2eed10ecc0e13b14bdfc754a0d868df3cbb36c031455d,manualsolution,,58,58,exsol:2.5,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,false,translated,,,b5a2a925d1d2a021cdae27f9f3ede9c3374907b541ff9686580ed53fcddabc57,manualsolution,pass,62,62,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,Chemical Manufacturing,Pembuatan Bahan Kimia,"[1,4,2,1,5]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual"",""unit.r017.book1.ch02.solutions-manual.section-001"",""unit.r017.book1.ch02.solutions-manual.manualsolution-005""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual.manualsolution-006,mul,6,unit.r017.book1.ch02.solutions-manual.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,4fb8342a78b33ce63b1da99d1f234ba789828d4d3363ed9b4deef9e5f263db28,manualsolution,,70,70,exsol:2.6,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,false,translated,,,8950974095771f79dbe2425d91aa278675f07640101cd12b9485c089c37fc09b,manualsolution,pass,74,74,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,E-Bike Showroom,Ruang Pamer Sepeda Listrik,"[1,4,2,1,6]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual"",""unit.r017.book1.ch02.solutions-manual.section-001"",""unit.r017.book1.ch02.solutions-manual.manualsolution-006""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual.manualsolution-007,mul,7,unit.r017.book1.ch02.solutions-manual.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,98426e7153f5c7381820c8aba0c92cf85e377fefb9ab8f2f743535e40e277788,manualsolution,,86,86,exsol:2.7,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,false,translated,,,48da353e87dfed6b8a9aea668e19d7223eaab5916b3085657f3143c0ff3569b8,manualsolution,pass,90,90,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,Manufacturing Profit Problem,Masalah Laba Manufaktur,"[1,4,2,1,7]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual"",""unit.r017.book1.ch02.solutions-manual.section-001"",""unit.r017.book1.ch02.solutions-manual.manualsolution-007""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual.manualsolution-008,mul,8,unit.r017.book1.ch02.solutions-manual.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,6de3169bd286bc46160ef82df1d79d984fbbe9d96038409699223fd172899409,manualsolution,,101,101,exsol:2.8,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,false,translated,,,93d8546dd6082b83d8701a563508be625e161072f890e59238b1b2ff455c5962,manualsolution,pass,105,105,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,Juice Bottling Plants,Pabrik Pembotolan Jus,"[1,4,2,1,8]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual"",""unit.r017.book1.ch02.solutions-manual.section-001"",""unit.r017.book1.ch02.solutions-manual.manualsolution-008""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.solutions-manual.manualsolution-009,mul,9,unit.r017.book1.ch02.solutions-manual.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,88332f81d4f5a1ddefd25c2a51e087ce4ca8e450787d2bdcab2adcec0ce56b17,manualsolution,,117,117,exsol:2.9,en,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,,false,translated,,,d5b900c5e7cffab49470fb01f8cf95141a4cfaa0656f6e35a5e82406374da121,manualsolution,pass,121,121,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch02.tex,Quiz Grading Minimization,Meminimumkan Waktu Penilaian Kuis,"[1,4,2,1,9]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.solutions-manual"",""unit.r017.book1.ch02.solutions-manual.section-001"",""unit.r017.book1.ch02.solutions-manual.manualsolution-009""]",translated,solution
